feature_as_of_date,ticker,ret,adj_close,mom_3m,mom_6m,mom_12_ex1m,alpha_roll,beta_mkt_roll,beta_smb_roll,beta_hml_roll,next_q_ret,next_q_excess
2024-09-30,A,0.03890277519040786,146.78884887695312,0.14753958344591084,0.023965483895724157,0.2873374575233795,-0.008967074484508272,1.1868413776979871,0.27961373413032226,0.5149054933895252,-0.09211624088846981,-0.1127930853630007
2024-12-31,A,-0.024510216741503554,133.2672119140625,-0.09211624088846981,0.04183255074815296,-0.002581986165313233,-0.01049171755387928,1.2163975560664118,0.18944230145488028,0.47802055480007555,-0.12922439258970886,-0.08335619099739011
2025-03-31,A,-0.08552215629373117,116.04583740234376,-0.1292243925897088,-0.20943696820171886,-0.11478527011157116,-0.007822546534350891,1.204671782511886,0.24500393259073905,0.6109621922421581,0.010948130090280284,-0.09473895836276913
2025-06-30,A,0.05441391098943815,117.31632232666016,0.010948130090280514,-0.11969102796033797,-0.13019495263871553,-0.013858890013580453,1.3336165918721319,0.1056217656659002,0.712196341392546,0.09209882235576305,0.014175591643893037
2025-09-30,A,0.02345800188016045,128.1210174560547,0.0920988223557632,0.10405526233435618,-0.14718017362660993,-0.020369203153233345,1.4820190441688303,0.0013649938810220696,0.8196929846858177,0.06014799669244675,0.036668744371335604
2019-03-31,AAPL,0.09702621202862982,45.30386734008789,0.20936140426053632,-0.15198767554405954,0.04772035821117388,0.005714839342425726,0.8621048924551512,-0.18369050248126445,-1.2388864605223027,0.045970924720723616,0.008093380577040898
2019-06-30,AAPL,0.13051939701598658,47.38652801513672,0.0459709247207236,0.26495686633594606,-0.03984175671611212,0.007632635614065946,1.1138319107311128,-0.250563448755224,-0.9760832476456501,0.13591814713364747,0.12402731295525493
2019-09-30,AAPL,0.07296155484231681,53.82721710205078,0.13591814713364758,0.18813735476443236,-0.06095878697649175,0.006983258745028288,1.183433160733374,-0.4828215248038769,-0.6390926058932128,0.3150494788200717,0.2297077829057781
2019-12-31,AAPL,0.09878368625585843,70.78545379638672,0.3150494788200717,0.49378856737036486,0.719699817885064,0.00873691904743669,1.2284526034746497,-0.3592987737151502,-0.722357385153884,-0.1319819128947205,0.06802859092991853
2020-03-31,AAPL,-0.06976155364549186,61.44305419921875,-0.13198191289472047,0.14148673305419354,0.4579520259828601,0.005710494326790199,1.280863782506024,-0.3572447620978546,-0.5940041681397892,0.43846573350299956,0.23893701380851384
2020-06-30,AAPL,0.14738610506448646,88.38372802734375,0.43846573350299956,0.24861427436176647,0.6255781030154823,0.01177039528404572,1.1937121173929648,-0.09470943555680544,-0.5398260915423644,0.272136223230915,0.1873990026394694
2020-09-30,AAPL,-0.10252634555917317,112.43614196777344,0.27213622323091485,0.8299243654655934,1.3274603943366357,0.013552335976390988,1.3378019154639822,-0.0619884796265584,-0.5059640294013897,0.14773305431210604,0.03085227276010616
2020-12-31,AAPL,0.11457406685491534,129.0466766357422,0.14773305431210595,0.4600727929898849,0.6356631516456523,0.0123077024399713,1.3136320023655763,-0.13985185975420156,-0.5647239976285867,-0.07805795840539742,-0.1357831393186103
2021-03-31,AAPL,0.007339369535256601,118.97355651855467,-0.07805795840539739,0.058143355298111814,0.9222144657255558,0.008663409660834946,1.4440564331298127,-0.30430136135655106,-0.7173844950322523,0.12314899569080695,0.041442702237195705
2021-06-30,AAPL,0.09910915334613768,133.62503051757812,0.12314899569080692,0.03547827810210999,0.3755446008125244,0.00745301257492529,1.4441605057273386,-0.40900606515800286,-0.6951750068925767,0.03469616603385761,0.03235991494310686
2021-09-30,AAPL,-0.06803663840429264,138.2613067626953,0.034696166033857744,0.1621179597260556,0.31945894852696166,0.007902914384702045,1.4185443784629115,-0.5310932994958107,-0.5944961677395706,0.25674341936452905,0.15026962398256694
2021-12-31,AAPL,0.07422872290247717,173.7589874267578,0.256743419364529,0.3003475977047588,0.25344041049978316,0.01563046299722888,1.3860179219044464,-0.5168531272839395,-0.5756351884192787,-0.015416946469843262,0.03405034407223195
2022-03-31,AAPL,0.057473271042634444,171.0801544189453,-0.015416946469843276,0.2373682733418582,0.35981488385801264,0.01966038868252499,1.3645013541801487,-0.6085891560043342,-0.4208272155867277,-0.21584718534551073,-0.05139623107381386
2022-06-30,AAPL,-0.08142954652332601,134.15298461914062,-0.2158471853455107,-0.22793642731321598,0.09294938479545513,0.022141625655644454,1.291960650177301,-0.5944122971994753,-0.4507624297491756,0.012228711818331739,0.06500010380781418
2022-09-30,AAPL,-0.12097720748052554,135.7935028076172,0.012228711818331744,-0.2062580065535673,0.11732160788990895,0.02119617082378083,1.322113166169105,-0.5670355753726402,-0.5310598641075596,-0.05828113764996434,-0.12908615171030458
2022-12-31,AAPL,-0.12227254246831176,127.87930297851562,-0.05828113764996433,-0.046765129068398616,-0.1615188590195064,0.013775382421942222,1.2938067719493764,-0.3951875345412414,-0.5211391523693129,0.2710826711569849,0.20081048504062848
2023-03-31,AAPL,0.11864853526387731,162.545166015625,0.2710826711569851,0.19700252703480034,-0.15066158671105861,0.017616700969935995,1.2313241305964404,-0.3641140933932737,-0.5765722447501463,0.17791591880261648,0.09491662710753634
2023-06-30,AAPL,0.09433011480427145,191.46453857421875,0.17791591880261654,0.4972285124699639,0.30418637715611635,0.01466118166897543,1.2741277655664973,-0.4058551855310306,-0.5396744880918776,-0.1161457528080575,-0.07967019737245895
2023-09-30,AAPL,-0.08867817115795851,169.22674560546875,-0.11614575280805746,0.04110598766869182,0.36747135721961244,0.010464942064912795,1.1600455457604895,-0.242269041645649,-0.5208821878723555,0.12600685779577447,0.013652688562282744
2023-12-31,AAPL,0.01358256853517581,190.55047607421875,0.12600685779577456,-0.0047740563699511206,0.4701127519450053,0.009782706729338321,1.1770950572544587,-0.2948458653882253,-0.5022732176868595,-0.10819723643240398,-0.20977737903608218
2024-03-31,AAPL,-0.051286422060723535,169.93344116210938,-0.10819723643240388,0.004176027578336841,0.10196976125926537,0.00504584201125313,1.1213254180731835,-0.05958637202118555,-0.3773411693480378,0.22991430719784023,0.1906839782358538
2024-06-30,AAPL,0.09555276502487509,209.00357055664065,0.2299143071978402,0.09684097811035913,-0.0036038132520229966,0.008097651655364356,1.1358701014016264,-0.09513871774932214,-0.34599176533603876,0.10753816566790197,0.05223167226801673
2024-09-30,AAPL,0.017467232799789345,231.47943115234372,0.10753816566790206,0.3621770357226043,0.3443828759245349,0.0090473240488569,1.1133628808344842,0.07530803246865064,-0.28174369497019325,0.07594647835406132,0.05526963387953043
2024-12-31,AAPL,0.05515530388341805,249.0594787597656,0.07594647835406146,0.1916517889930961,0.2387299850511489,0.005544379838495801,1.1017905870874063,0.01661445512647508,-0.32594222401904466,-0.11199494288878031,-0.06612674129646157
2025-03-31,AAPL,-0.08150009429390093,221.16607666015625,-0.11199494288878029,-0.044554086040586076,0.41696964233217637,0.0034816587883957795,1.0884335364889106,0.14950451157792377,-0.4936461377840983,-0.07514050312052833,-0.18082759157357775
2025-06-30,AAPL,0.021508542424688804,204.54754638671875,-0.07514050312052833,-0.17872008965369093,-0.041927077667661856,-0.0022084521441254716,1.010634290031292,0.13879815689339914,-0.4234708802507457,0.2424768903594925,0.16455365964762247
2025-09-30,AAPL,0.09688121209766343,254.1455993652344,0.24247689035949277,0.14911655170225077,0.0009458653115223165,0.0036114845613776266,0.8625016261663393,0.22277667738722506,-0.26900849079030786,0.06870170343028792,0.045222451109176776
2019-03-31,ABBV,0.017037211752945147,59.7251091003418,-0.1151050547810877,-0.1282389574800581,-0.12576637330006554,0.005294425227764837,0.9669387387743539,0.06577994811654053,0.14712099766630898,-0.08569081406608692,-0.12356835820976964
2019-06-30,ABBV,-0.052013846271316555,54.607215881347656,-0.08569081406608692,-0.19093242299986168,-0.13292751159263752,0.002321903489175499,0.6970650673621819,0.21323345902941288,-0.008133054977648997,0.05713165407307619,0.04524081989468365
2019-09-30,ABBV,0.15181010527338112,57.72701644897461,0.05713165407307622,-0.033454817939474656,-0.26845889639445286,0.0063882844828175266,0.6448525505304121,0.19189918277896922,0.3484887376136872,0.18635841861557467,0.10101672270128104
2019-12-31,ABBV,0.009232841076293852,68.48493194580078,0.18635841861557453,0.25413703739460136,0.0053989255728909055,0.011956636230506032,0.649587891555613,-0.04953609396494357,0.45684709365743625,-0.12785890914422027,0.07215159468041876
2020-03-31,ABBV,-0.11107213933370519,59.72852325439453,-0.12785890914422027,0.03467192535732501,0.12501498571303454,0.01565666558554645,0.45066833612896384,0.12452466748934954,0.48106954882200703,0.3078387995407177,0.10831007984623198
2020-06-30,ABBV,0.05945821215910607,78.11528015136719,0.30783879954071763,0.14061995729495497,0.3502125120346177,0.0139644042960131,0.578295040222896,0.19003784726872175,0.2502630900566898,-0.09697446733118942,-0.18171168792263503
2020-09-30,ABBV,-0.08541306086862421,70.54009246826172,-0.09697446733118945,0.18101182860019435,0.33607832157333034,0.0015405909877243273,0.6178358375012422,-0.10494552288314107,0.13551680083815515,0.2399725887267461,0.12309180717474622
2020-12-31,ABBV,0.024574611578951355,87.46778106689453,0.23997258872674598,0.11972690742969386,0.24654939025497477,0.0034117556364910567,0.7021224007052111,0.1400719651466802,0.1609367982460734,0.021798710933687238,-0.035926469979525644
2021-03-31,ABBV,0.004455207878975909,89.37446594238281,0.021798710933687303,0.26700239275409643,0.48970785453643395,0.002123999834587312,0.5160802431415765,0.6078964694041081,0.13400623363247605,0.053497762173171814,-0.02820853128043943
2021-06-30,ABBV,-0.004947049174181761,94.15579986572266,0.053497762173171766,0.07646265536007125,0.21133674248143772,0.0045808810200731066,0.5226985097363517,0.606263126514348,0.13003167077087624,-0.03167125955205774,-0.03400751064280849
2021-09-30,ABBV,-0.10688859963004516,91.17376708984376,-0.03167125955205771,0.020132161109873332,0.44719895918495556,0.002127852605545778,0.6234484263626592,0.43396497909558307,0.04448656116810913,0.2704323262089541,0.16395853082699197
2021-12-31,ABBV,0.17453146647134066,115.8301010131836,0.27043232620895413,0.23019613426226593,0.12747953980334364,0.005914605030518782,0.6228356348316866,0.12372316333276434,0.22554528278844277,0.20969118664415176,0.259158477186227
2022-03-31,ABBV,0.09704280529847775,140.11865234375,0.2096911866441515,0.5368307882427996,0.4290878220050551,0.015944550918006513,0.6859693527138239,0.25283825386853387,0.2592454355284848,-0.04717953621198545,0.11727141805971142
2022-06-30,ABBV,0.03928880685037428,133.50791931152344,-0.04717953621198552,0.15261851749855412,0.3643434194225533,0.020549746585026906,0.738760915850475,0.30473939010511264,0.1456172480832642,-0.11553018289459771,-0.06275879090511527
2022-09-30,ABBV,-0.0018591155671068282,118.08372497558594,-0.1155301828945978,-0.15725905865913026,0.29756254389000836,0.016728421053926298,0.6406310515847257,0.1676674494765994,0.1330985237660272,0.2164101755648693,0.14560516150452907
2022-12-31,ABBV,0.002667644891888754,143.63824462890625,0.2164101755648693,0.07587808550701018,0.2367777201586896,0.017398943426286236,0.6511441419471427,0.08465364132545916,0.18310568589215293,-0.0044861218109018,-0.07475830792725824
2023-03-31,ABBV,0.03554233655800543,142.99386596679688,-0.00448612181090183,0.21095321134526487,-0.014506878935611985,0.015747916433564095,0.6687581320003022,-0.2704853853497175,0.1685100753549678,-0.14683175535035575,-0.2298310470454359
2023-06-30,ABBV,-0.023412690536223857,121.9978256225586,-0.14683175535035572,-0.15065917202104728,-0.06430569484803553,0.004641111662373168,0.6273939314275235,-0.3182865288201646,0.3344749340827416,0.11862612917833304,0.1551016846139316
2023-09-30,ABBV,0.014289448659768889,136.46995544433594,0.11862612917833291,-0.04562370894969546,0.13942330367947733,0.01149511332507114,0.6725554656514785,-0.33768483854786,0.3154841936845345,0.0500549269625139,-0.06229924227097783
2023-12-31,ABBV,0.08834898384020318,143.3009490966797,0.05005492696251379,0.17461887837271395,-0.08333467892200483,0.0067519130432231525,0.456291478700386,-0.3968066748430238,0.29476359171694827,0.1862930343184186,0.08471289171474039
2024-03-31,ABBV,0.03436520555896716,169.99691772460938,0.18629303431841857,0.24567284550736598,0.14934321433884065,0.009714828871764494,0.4870126748165572,-0.4512934980949832,0.28413170777487495,-0.04930356726438523,-0.08853389622637164
2024-06-30,ABBV,0.0637558659512445,161.61546325683594,-0.04930356726438522,0.1278045559056289,0.2453426250175187,0.006789660353381431,0.5400751720546,-0.458188934454355,0.31709191458160035,0.1619291684160824,0.10662267501619715
2024-09-30,ABBV,0.0059598753062515275,187.7857208251953,0.1619291684160824,0.10464191550462895,0.3678701029048959,0.013293760875020297,0.4643987406059221,-0.19611866855476678,0.4418634638605261,-0.09297623860125259,-0.11365308307578348
2024-12-31,ABBV,-0.02859023082627199,170.32611083984375,-0.09297623860125268,0.05389736481567369,0.22357246881206175,0.005542685843666243,0.3234884025493488,-0.25629075737251994,0.3881495191326014,0.19018468277513656,0.2360528843674553
2025-03-31,ABBV,0.002344210461828533,202.7195281982422,0.19018468277513656,0.07952578772987935,0.18970052557607908,0.003125357361104404,0.33043243976569525,-0.5106913463474488,0.5466054854554884,-0.10588301000788292,-0.21157009846093233
2025-06-30,ABBV,-0.002632894948515707,181.2549743652344,-0.10588301000788303,0.06416434609762783,0.1244806394784711,0.0004919805861829038,0.37796374446465886,-0.7681432625975577,1.0397174210207438,0.2581608499093251,0.18023761919745507
2025-09-30,ABBV,0.10047520719120429,228.04791259765625,0.2581608499093251,0.1249429920468496,0.10352778663698098,0.00724552157774527,0.41943544356028856,-0.6536269448872213,1.055123220832129,-0.006058406937061722,-0.029537659258172866
2023-12-31,ABNB,0.07756849244753927,136.13999938964844,-0.007798318430594641,0.06226588248684906,0.4776607758817618,0.0066975912650045575,1.1209626624731315,2.0875260871821455,-0.15326219896279866,0.21169389932001215,0.11011375671633394
2024-03-31,ABNB,0.0475646499974709,164.9600067138672,0.21169389932001215,0.20224472445270578,0.265836007147835,0.005335410757263901,1.2270650748163037,1.3867568130286967,-0.23469722590852987,-0.08080747628833673,-0.12003780525032315
2024-06-30,ABNB,0.04622930066669961,151.6300048828125,-0.08080747628833668,0.11377997328198806,0.13085197046252836,0.008256437692253904,1.2377287933497902,1.2085021353824015,-0.0690765080981367,-0.16368796758531334,-0.2189944609851986
2024-09-30,ABNB,0.08098201515395109,126.80999755859376,-0.16368796758531334,-0.23126823231431382,-0.1450332204762017,-0.005299348409772544,1.3100195616936778,0.7984976943780449,-0.2753794065629679,0.03627479056917515,0.015597946094644266
2024-12-31,ABNB,-0.034530871553641984,131.41000366210938,0.03627479056917526,-0.13335092375898933,-0.00022035242714369392,-0.0049642148008174555,1.3165528100316994,0.5836392772178496,-0.2550176372385118,-0.09093679510399677,-0.04506859351167802
2025-03-31,ABNB,-0.13977098520335818,119.45999908447266,-0.09093679510399673,-0.05796071773225102,-0.15815961769408937,-0.008217185896319274,1.3285034153248698,0.537829216552685,-0.3005685629668542,0.10781849449295788,0.0021314060399084678
2025-06-30,ABNB,0.025891444479772208,132.33999633789062,0.1078184944929579,0.007077031046833613,-0.14924489978287664,0.003294413676752348,1.0411654529374155,0.7681342241261175,-0.3162081039685809,-0.08251472322142395,-0.16043795393329396
2025-09-30,ABNB,-0.06979239022100159,121.41999816894533,-0.08251472322142393,0.016407158040296865,0.029335236119567558,-0.007200871564403112,0.9994831330277393,0.5912498941753632,-0.2141948541525565,0.11777304618190332,0.09429379386079217
2019-03-31,ABT,0.029889309596713654,70.69959259033203,0.11033704963917816,0.09924871270253711,0.3189439944930876,0.009101916381308237,0.8297235099476328,-0.2555243864328816,-0.7223249481675398,0.05634442846494947,0.018466884321266752
2019-06-30,ABT,0.10468915309955373,74.68312072753906,0.056344428464949345,0.17289835610455576,0.2700182744742765,0.011073453892620452,0.861856978037002,-0.21371952776337833,-0.6922965906313083,-0.001387494731258987,-0.013278328909651527
2019-09-30,ABT,-0.019339271567313188,74.57949829101562,-0.0013874947312590181,0.05487875613605943,0.18244167541314035,0.00988281948845298,0.831435582502194,-0.26564281920938565,-0.520836031894015,0.042288285434980644,-0.04305341047931299
2019-12-31,ABT,0.01650120499621477,77.73333740234375,0.04228828543498073,0.04084211593048671,0.2009843183056544,0.01216814098223333,0.7922140255239304,-0.32418452555315835,-0.2691898971213779,-0.08766802006622265,0.11234248375841638
2020-03-31,ABT,0.024406263975396802,70.91860961914062,-0.08766802006622267,-0.049087064887321966,-0.0208007414044448,0.008455373573708942,0.766132157875842,-0.3524864449156604,-0.3656680877333832,0.16354054739074297,-0.03598817230374274
2020-06-30,ABT,-0.03676786683282762,82.51667785644531,0.16354054739074303,0.0615352513342277,0.1470657581787306,0.004649920346294006,0.8753932451718305,-0.5357232359641304,-0.4095216631698043,0.19493083433173441,0.1101936137402888
2020-09-30,ABT,-0.005846111100341833,98.60172271728516,0.19493083433173441,0.39035047707242365,0.32987686086665075,0.00157913936135445,0.9344347608582407,-0.7515661610580717,-0.4975216341681098,0.009417804575622135,-0.10746297697637774
2020-12-31,ABT,0.011735635163925062,99.53033447265624,0.009417804575622142,0.20618445941085584,0.2655552288307866,0.003952565126189293,0.8773674650330969,-0.7500968679405312,-0.43240130140556726,0.09893849592660864,0.04121331501339576
2021-03-31,ABT,0.0005009359224934506,109.37771606445312,0.09893849592660858,0.10928808392187353,0.54152701043651,0.008696635575632456,0.7051355658903189,-0.1974470172515711,-0.35536700389649756,-0.029075031339902413,-0.11078132479351366
2021-06-30,ABT,-0.006172294324386374,106.1975555419922,-0.029075031339902448,0.0669868247169172,0.2949758987598127,0.007481081678741373,0.6612107455403609,-0.1878700139350497,-0.2865404034399806,0.022856309905954886,0.020520058815204134
2021-09-30,ABT,-0.06520535191672405,108.62483978271484,0.022856309905954986,-0.00688326936077762,0.17849685757229314,0.004287920140580517,0.672480615196851,-0.10544977224813168,-0.3327404922692837,0.19599906585871651,0.0895252704767544
2021-12-31,ABT,0.11902654771299792,129.9152069091797,0.19599906585871646,0.22333519115521597,0.16644465123980143,0.004482244822787869,0.7507060625317503,-0.23523899992922825,-0.27977533022504797,-0.15605012988419342,-0.10658283934211821
2022-03-31,ABT,-0.018736678403691642,109.64192199707033,-0.15605012988419348,0.009363256290089715,0.02155610533108976,0.0014894890314500787,0.7942469779982727,-0.17007025667645964,-0.32111858127127685,-0.07837903397860124,0.08607192029309563
2022-06-30,ABT,-0.07500428639621814,101.0482940673828,-0.07837903397860121,-0.2221981054302363,0.028666852592537956,0.0037389220678822705,0.748833534318954,-0.24493876523080707,-0.21086654372206368,-0.10547557412446207,-0.05270418213497963
2022-09-30,ABT,-0.05737948821256933,90.39016723632812,-0.10547557412446204,-0.17558753449484957,-0.11721457330638589,0.0021681002999079354,0.7110466411039181,-0.31002435339405165,-0.17575890661333385,0.14001698231374737,0.06921196825340714
2022-12-31,ABT,0.02054295517586091,103.04632568359376,0.1400169823137474,0.01977303659256823,-0.22278489516771136,0.005477862711007376,0.6932932403659797,-0.3608731052235564,-0.18693919490028843,-0.07351785304958636,-0.1437900391659428
2023-03-31,ABT,-0.00452214394729189,95.4705810546875,-0.0735178530495864,0.05620538133397243,-0.12529557818788511,-0.001310099443131426,0.7447782288541835,-0.1808848846234457,0.016954294335641232,0.0820148926920643,-0.0009843990030158345
2023-06-30,ABT,0.06882337752328449,103.30059051513672,0.08201489269206422,0.0024674808136651264,-0.04353766160734766,-0.0008779864862835983,0.6884343974629493,-0.2850417786369398,0.06324828820525566,-0.10737044782369609,-0.07089489238809754
2023-09-30,ABT,-0.058794985790466714,92.20915985107422,-0.10737044782369619,-0.03416153088819121,0.08384865483531699,-0.007717349647685982,0.6732764804204646,-0.13047161001857807,0.1355038886537523,0.14279103352223177,0.03043686428874004
2023-12-31,ABT,0.05542224632163806,105.37580108642578,0.1427910335222316,0.020089048484045056,-0.03109290883018599,-0.0047821166548462435,0.7698467254771555,0.004035684860652394,0.17679491393499613,0.037604103790254584,-0.06397603881342362
2024-03-31,ABT,-0.041975800847629974,109.33836364746094,0.037604103790254584,0.18576466615737397,0.1954365358428324,-0.009465961161835757,0.829873170727268,-0.36519249598542514,0.14511172878076434,-0.08124798778162179,-0.1204783167436082
2024-06-30,ABT,0.01683143137829246,100.45484161376952,-0.08124798778162173,-0.04669914175665654,-0.043645057188742786,-0.010795272911832778,0.8452779668814081,-0.39889499158803593,0.1911190016891226,0.10302041867825795,0.047713925278372704
2024-09-30,ABT,0.006533092170892818,110.80374145507812,0.1030204186782578,0.013402229178607485,0.19385697828709683,-0.008822108723581407,0.8217051409267848,-0.3044152471689581,0.23278897623815997,-0.003218352783960099,-0.023895197258490986
2024-12-31,ABT,-0.04765505106004064,110.44713592529295,-0.0032183527839602186,0.09947050984303972,0.10057409535617257,-0.01133093357868774,0.7528021442940054,-0.1908265217367977,0.1991216774179713,0.17890651535413182,0.22477471694645057
2025-03-31,ABT,-0.038837635072073384,130.20684814453125,0.17890651535413174,0.17511237828841303,0.2389805792928131,-0.004536049617137375,0.769629797820591,-0.492843705888451,0.477389804018287,0.03007921027849214,-0.07560787817455727
2025-06-30,ABT,0.018191293598209368,134.1233673095703,0.030079210278492106,0.21436709232815315,0.3113064455896975,-0.00634821873851191,0.8258139049449951,-0.5691189803377467,0.5406359955044503,-0.010798974141825735,-0.08872220485369575
2025-09-30,ABT,0.009648749699978865,132.6749725341797,-0.010798974141825712,0.018955411522662478,0.18594423789466652,-0.007575808660143157,0.8649386010982465,-0.5223780540511019,0.5657750954375698,-0.060421596950058665,-0.08390084927116981
2019-03-31,ACGL,-0.010713153817656251,30.73303985595703,0.20958082034280315,0.08419992252525417,0.14511033867942316,6.577993912101031e-05,0.9382292154771945,-0.20257641894023026,0.3010034955337156,0.147277310369464,0.10939976622578129
2019-06-30,ACGL,0.076967792518847,35.25931930541992,0.14727731036946418,0.38772463023738135,0.3012094462097238,0.004520391659437467,0.7901002591692334,-0.16062723326684503,0.26966746581532397,0.13214665035309348,0.12025581617470094
2019-09-30,ACGL,0.06278476554240209,39.91872024536133,0.1321466503530936,0.2988861639608954,0.3250587738871217,0.004703821355343401,0.8053153221714264,-0.23093420673439352,0.1527946977633189,0.021677004999687943,-0.06366469091460569
2019-12-31,ACGL,0.021920364642919132,40.78403854370117,0.02167700499968794,0.15668819895317765,0.5707336488524914,0.0022634103645097874,0.772721334426389,-0.3549011934957567,0.1099401683288192,-0.33644210975082434,-0.1364316059261853
2020-03-31,ACGL,-0.2960673267063444,27.06257057189941,-0.3364421097508244,-0.32205816204631055,0.25092825876108266,0.0017278553031431774,0.9763394422432045,-0.26124226476496315,0.6052407860499407,0.006676072822222601,-0.1928526468722631
2020-06-30,ACGL,0.015237405030986473,27.243242263793945,0.006676072822222545,-0.33201214895376047,-0.2389428713713559,0.0037591802993795606,0.6184844911260532,-0.04042930551555379,0.6675481643107666,0.020942421939459832,-0.06379479865198578
